alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_nom_fr,Energie ,Eau ,Proteines ,Glucides ,Lipides ,Sucres ,Amidon ,Fibres_alimentaires ,Cholesterol ,sel ,Calcium ,Fer ,Iode ,Beta_Carotene ,VitamineD ,VitamineE ,VitamineC ,VitamineB1 ,VitamineB12 
boissons,boissons sans alcool,jus,"Jus de clémentine ou mandarine, pur jus",-,88,"0,66","10,6","0,14",10,0,"0,15",0,"0,0094","2,8","0,3",1,30,0,"0,09","17,6","0,077",0
boissons,boissons sans alcool,jus,"Jus multifruit, pur jus, standard",-,87,"0,47","11,4","0,1","10,9",0,"0,43",0,"0,019","8,8","0,1",10,146,0,"1,1","19,4","0,14",0
boissons,boissons sans alcool,jus,"Jus de grenade, frais",-,"85,4","0,2","11,6",0,"11,6",0,traces,0,"0,0025",3,"0,2",-,33,0,"0,55",8,"0,02",-
boissons,boissons sans alcool,jus,"Jus de tomate, pur jus (aliment moyen)","19,7","94,1","0,88","3,22","0,14","3,22",0,"0,4",,"0,45","6,54",,"0,3",,,,,,
boissons,boissons sans alcool,jus,"Jus multifruit, à base de concentré, standard",-,"87,8","0,52","11,2","0,15","10,8",0,"0,62",0,"0,02","11,1","0,1",10,449,0,"0,53","17,8","0,11",0
boissons,boissons sans alcool,jus,"Jus d'orange, pur jus",45,"88,2","0,61","9,58","0,11","9,58",0,"0,28",0,"0,012","0,41","0,068","0,7","26,2",0,"0,2",37,"0,08",0
boissons,boissons sans alcool,jus,"Jus de fruits, pur jus (aliment moyen)","43,5","88,4","0,52","9,13","0,14","8,8","0,002","0,29",0,"0,014","4,25","0,13","1,64","33,9","0,00013","0,23","33,5","0,07",0
boissons,boissons sans alcool,jus,"Jus d'ananas, pur jus","52,5","86,3","0,41",12,"0,074",12,0,"0,22",0,"0,013","8,08","0,18",1,-,0,"0,02",14,"0,055",0
boissons,boissons sans alcool,jus,"Jus de pomme, pur jus","42,7","88,4","0,17","9,79","0,14","9,36",0,"0,23",0,"0,022","4,32","0,3",1,7,0,"0,01","14,5","0,013",0
boissons,boissons sans alcool,jus,"Jus de légumes, pur jus (aliment moyen)","19,7","92,4","0,72","4,33","0,13","4,13",0,"0,37",0,"0,33","8,89","0,45","0,87",4790,0,"0,85","24,3","0,07",0
boissons,boissons sans alcool,jus,"Jus de fruits, à base de concentré (aliment moyen)","40,8","88,7","0,54","9,4","0,13","9,22",0,"0,36",0,"0,013","8,77","0,097","3,58",142,0,"0,25","30,8","0,08",0
boissons,boissons sans alcool,jus,Smoothie,-,"84,2","0,62","12,4","0,26","11,7","< 0,35","1,08",-,"0,01","9,65","0,24",< 20,238,-,-,"20,2","0,059",-
boissons,boissons sans alcool,nectars,Nectar d'abricot,-,"84,9","0,21","13,7","0,03",11,-,"0,08",0,"0,0042","11,5","0,38","0,2",786,0,"0,31","17,6","0,009",0
boissons,boissons sans alcool,nectars,Nectar de papaye,-,85,"0,17","13,9","0,15","13,9",-,"0,6",0,"0,013",10,"0,34",-,91,0,"0,24",3,"0,006",0
boissons,boissons sans alcool,nectars,Nectar de poire,-,84,"0,19","14,8","0,043","11,4",0,"0,45",0,"0,0033",5,"0,26","0,7",1,0,"0,05","1,1","0,002",0
boissons,boissons sans alcool,nectars,"Nectar multifruit, multivitaminé",-,"87,4","0,24","11,3","0,1","10,9",0,"0,15",0,"0,016","3,1","0,2",1,267,"< 0,5","1,05",16,"0,14",0
boissons,boissons sans alcool,nectars,"Nectar multifruit, standard","49,7","87,2","0,3","11,5","0,089",11,0,"0,3",0,"0,009","9,14",traces,10,"26,1",0,"0,97","20,6","0,095",0
boissons,boissons sans alcool,nectars,Nectar de fruit de la passion ou maracuja,68,"85,5","0,3","15,2","0,1",13,-,traces,-,"0,016","1,7",-,"1,1",100,-,traces,"17,4",-,-
boissons,boissons sans alcool,nectars,Nectar de banane,-,"86,7","0,23","13,6","0,048","12,6","< 0,35","0,51",-,"0,0046","5,8","0,07",< 20,"6,95",-,-,"11,6","0,013",-
boissons,boissons sans alcool,nectars,Nectar de goyave,-,88,"0,14","11,3","0,16","9,97",-,"0,14",0,"0,0051","7,8","0,07",< 20,166,0,-,36,"0,011",0
boissons,boissons sans alcool,nectars,Nectar de mangue,"51,4",87,"0,2","12,3","0,083","11,6",-,"0,15",-,"0,011","8,1","0,08",< 20,784,-,-,18,"0,024",-
boissons,boissons sans alcool,nectars,Nectar de pêche,-,"85,6","0,22","12,1","0,05","11,9",-,"0,33",0,"0,011",5,"0,19",-,128,0,"0,29","5,3","0,003",0
boissons,boissons sans alcool,nectars,Nectar d'orange,"39,8","89,7","0,29","8,79","0,08","8,79",-,"0,18",-,"0,018","7,69",-,"1,1",< 10,-,-,"21,2","0,04",-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants","0,83","99,9","0,05","0,16",traces,"0,16",-,0,0,"0,031",20,"0,05",1,-,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Limonade, sucrée","34,1","90,5","0,04","8,45","0,02","8,45",0,traces,0,"0,015","6,52","0,0092","0,5",0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,Eau de coco,"17,9",95,"0,5","2,88","0,2","2,88",-,"1,1",0,"0,16","15,5","0,16","0,5",0,0,0,"6,15","0,03",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, sucrée","15,1",-,"0,086","3,48","0,086","3,48",0,"0,044",0,"0,012","11,7",traces,1,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Tonic ou bitter, non sucré, avec édulcorants","2,02",-,"0,05","0,4",traces,"0,4",-,"0,1",-,"0,13",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Tonic ou bitter, sucré, avec édulcorants",26,-,0,"6,45",0,"6,45",-,"0,1",-,0,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson au thé, aromatisée, sucrée, avec édulcorants","21,2",-,0,"5,3",0,"5,3",-,0,-,traces,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Limonade, sucrée, avec édulcorants",12,-,0,3,0,3,-,0,-,-,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, sucré","41,8","90,3","0,093","10,2","0,062","10,2",0,0,0,"0,017","1,92","0,11","0,8",0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","46,6","88,2","0,067","11,3","0,028","9,92",0,traces,0,"0,033","4,63","0,025","0,4",15,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","5,37",-,"0,06","0,96","0,13","0,96",-,"0,05",-,"0,05",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson plate aux fruits (à moins de 10% de jus), sucrée","19,1",-,"0,1","4,4","0,1","4,38",-,"0,1",-,"0,017",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée","37,1","90,6","0,14","8,67","0,078","8,67",0,0,0,"0,091","11,5","0,12","2,9",0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","0,8",-,"0,06","0,14",0,0,-,0,-,"0,019",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,Boisson rafraîchissante sans alcool (aliment moyen),"30,3","92,2","0,1","7,35","0,042","7,14","0,00027","0,011","0,054","0,029","5,98","0,067","1,01","1,52","0,009","0,011","1,96","0,003","0,0052"
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","2,36",-,"0,086","0,28","0,086",traces,-,"0,067",-,"0,012",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse, sans jus de fruit, à teneur réduite en sucres","26,2",-,traces,"6,55",0,"4,03",0,0,0,traces,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants",28,-,traces,7,traces,7,-,0,-,"0,0075",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Limonade, non sucrée, avec édulcorants","0,67",99,"0,067","0,1",0,"0,082",0,0,0,"0,022",0,0,0,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, sucré, avec édulcorants","26,7",95,"0,0093","6,65","0,0033","6,65",0,"0,0033",0,"0,011",0,0,0,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,Diabolo (limonade et sirop),"42,8",-,"0,075","10,6",traces,"10,6",-,"0,069",-,"0,021",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen)","46,1","88,4","0,068","11,2","0,03","9,91",0,"0,00042",0,"0,032","4,63","0,025","0,4",15,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","40,7","90,5","0,081","9,97","0,051","9,74",-,"0,005",-,"0,025",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","31,2","92,2","0,055","7,7",0,"7,7",0,0,0,"0,012","7,55","0,025",0,2,0,0,"1,3","0,001",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, non sucré, avec édulcorants","1,3","99,7","0,081","0,11","0,053","0,11",0,"0,003",0,"0,024","2,26","0,065","0,8",0,0,0,0,"0,005",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson au thé, aromatisée, teneur en sucre et édulcorant inconnue (aliment moyen)",25,"93,8","0,028","6,18","0,0091","5,97",0,0,0,"0,061","1,82","0,009","0,36",0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, teneur en sucre et édulcorant inconnue (aliment moyen)","30,1",93,"0,089","7,31","0,059","7,27",0,"0,00088",0,"0,019","2,01","0,096","0,79",0,0,0,0,"0,0014",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson au thé, aromatisée, non sucrée, avec édulcorants","1,42","99,5","0,014","0,34",0,"0,32",0,0,0,"0,099",0,0,0,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, sucré, sans caféine","43,8","89,6",traces,11,traces,11,0,0,0,"0,025",2,"0,02",-,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Cola, non sucré, avec édulcorants, sans caféine","0,87","99,7",0,"0,2",0,"0,2",-,0,0,"0,018",3,"0,02",-,0,0,0,0,"0,005",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson au thé, aromatisée, sucrée","27,3","93,1","0,033","6,76","< 0,022","6,52",0,0,0,"0,058",2,"0,0099","0,4",0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","27,2",-,0,"6,8",0,"6,8",-,0,-,0,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres",-,"94,5","0,014","5,16","0,01","5,06",0,0,0,"0,019",0,0,0,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée",-,"88,3","0,1","11,2","0,07","10,6",0,0,0,"0,0018",13,"0,1",1,traces,0,0,"4,33","0,043",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson plate aux fruits (10 à 50% de jus), sucrée","42,5","89,3","0,13","10,1","0,06","9,76",0,"0,041",0,"0,067","2,5","0,1",1,< 2,0,0,"12,8","< 0,01",0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","3,26","99,2","0,063","0,45","0,13","0,43",0,traces,0,"0,022",0,0,0,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Tonic ou bitter, sucré","34,1","88,9","0,068","8,28","0,066","7,38",0,"0,05",0,"0,014","7,48","0,03",1,0,0,0,0,0,0
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","16,7",-,0,"4,17",0,4,-,0,-,"0,002",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson énergisante, sucrée","48,7",88,"0,2","11,9",0,"11,7",0,"0,1",0,"0,11",0,0,0,0,0,"1,8",40,"0,21","0,63"
boissons,boissons sans alcool,boissons rafraîchissantes sans alcool,"Boisson énergisante, non sucrée, avec édulcorants",5,-,"0,073","0,95","0,1","0,45",-,0,-,"0,17",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons rafraîchissantes lactées,Boisson au jus de fruit et au lait,-,"87,2","0,7","11,4","0,1",11,0,0,"< 0,5","0,029","57,4","0,2",1,-,"< 0,5","0,23",9,"< 0,01","< 0,08"
boissons,boissons sans alcool,boissons rafraîchissantes lactées,"Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen)","58,7","85,7","2,49","10,4","0,74","9,7","0,027","0,27","5,33","0,12","81,2","0,39","38,3","17,3","0,58","0,046","0,43","0,041","0,23"
boissons,boissons sans alcool,boissons rafraîchissantes lactées,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","63,8","84,7","2,75","10,8","0,99","9,45","< 0,1",< 1,"7,5","0,095",85,"0,3","15,4",11,"0,64","0,042",0,"0,041","0,21"
boissons,boissons sans alcool,boissons rafraîchissantes lactées,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","52,6","86,9","2,17",10,"0,45",10,0,0,"2,7","0,14","76,6",< 1,66,< 50,"0,5","< 0,1","0,96","0,04","0,25"
boissons,boissons sans alcool,boissons végétales,Lait de coco ou Crème de coco,188,"75,1","1,77","3,4","18,4","2,1",-,"0,57",0,"0,075",18,"3,3",1,0,0,"0,7",1,"0,022",0
boissons,boissons sans alcool,boissons végétales,Boisson à l'amande,"22,5",96,"0,6","1,45","1,5","1,03","0,42","0,4",0,0,7,"0,1",-,0,0,"0,69",0,"0,01",-
boissons,boissons sans alcool,boissons végétales,"Boisson au soja, nature","37,1",93,"3,31","0,7","2,07","< 0,4","< 0,35","0,6","< 0,7","0,061",12,"0,41",< 20,2,"< 0,5","0,11",1,"0,025",0
boissons,boissons sans alcool,boissons végétales,"Boisson au soja, nature, enrichie en calcium","44,2","90,8","3,42","2,18","2,05","2,18","< 0,35",1,"< 0,7","0,097",98,"0,45",< 20,-,"1,16",-,-,"0,025",-
boissons,boissons sans alcool,boissons végétales,"Boisson au soja, aromatisée, sucrée","60,5","86,8","2,96","7,24","1,92","6,72","< 0,35","0,6","< 0,7","0,12",12,"0,51",< 20,2,"< 0,5","0,11",0,"0,025","0,014"
boissons,boissons sans alcool,boissons végétales,"Boisson au soja, aromatisée, sucrée, enrichie en calcium","42,8","90,6","3,01","2,89","1,8","2,7","< 0,35","1,1",-,"0,12",53,"0,4",< 20,"8,91","< 0,25","0,16","< 0,5","< 0,015",-
boissons,boissons sans alcool,boissons végétales,"Boisson à base d'avoine, nature","42,6","90,5","< 0,46","7,8","1,1",5,"< 0,35","< 0,5",-,"0,066",1,"0,02",< 20,< 5,"< 0,25","0,37","< 0,5","0,029",-
boissons,boissons sans alcool,boissons végétales,Boisson au soja et jus de fruits concentrés,"56,2",-,"2,3","9,5",1,"5,8",-,traces,"< 0,5","0,22",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café, non instantané, non sucré, prêt à boire","0,66","99,4","0,12",0,"0,02",0,0,0,0,"0,0046","4,22","0,028","1,2",0,0,"0,01",0,"0,014",0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Thé infusé, non sucré","0,46","99,8","0,1",0,"0,007",0,0,0,0,"0,0041","0,2","0,015","0,22",0,0,0,0,0,0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Tisane infusée, non sucrée","0,87","99,7",0,"0,2","0,008",0,0,0,0,"0,0025",2,"0,08",1,0,0,0,0,"0,01",0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café décaféiné, non instantané, non sucré, prêt à boire","4,42",98,"0,1","0,6","0,18",0,0,0,0,"0,02",2,"0,09",1,0,0,0,0,"0,001",0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café expresso, non instantané, non sucré, prêt à boire","4,51","97,8","0,12","0,6","0,18",0,0,0,0,"0,035",2,"0,13",1,0,0,"0,01",0,"0,001",0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café décaféiné, instantané, non sucré, prêt à boire","2,11",99,"0,12","0,4","0,002",0,0,0,0,"0,01",4,"0,04",1,0,0,0,0,0,0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café, instantané, non sucré, prêt à boire","1,69","99,2","0,11","0,3","0,004",0,0,0,0,"0,01",4,"0,04",1,0,0,0,0,0,0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","69,3","84,7","3,78","9,5","1,42",-,-,"1,7",7,"0,12","97,1","0,87","24,3",-,"0,083","0,046",0,"0,037","0,085"
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)","71,9","83,2","4,08","9,91","1,71",-,-,"< 0,5",-,-,-,-,-,-,-,-,-,-,"0,07"
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","21,5","95,3","1,39","2,31","0,76","2,31",0,0,"2,5","0,059","62,2","0,13","5,6",-,"0,025","0,02",-,"0,032","0,03"
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","53,7",87,"3,74","5,9","1,62",5,"0,6","0,46","4,4","0,13",117,"0,37","10,4",-,"0,01","0,16",-,"0,054","0,26"
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Thé noir, infusé, non sucré","1,26","99,7",0,"0,3","0,007",0,-,0,0,"0,0075",0,"0,02",-,0,0,0,0,0,0
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Thé vert, infusé, non sucré",0,"99,9",0,0,0,0,-,0,-,"0,0025",0,"0,02",-,-,-,-,-,-,-
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Thé oolong, infusé, non sucré",0,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","93,5",-,traces,"7,1","7,1",-,-,"0,59",-,"0,13",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,"café, thé, cacao etc. prêts à consommer","Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",traces,-,traces,traces,0,-,-,traces,-,-,-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons à reconstituer,"Café, moulu",397,"5,5","14,4","40,2","15,4",-,-,"19,8",0,"0,19",120,"4,1","0,5",-,0,"2,7",0,"0,07",0
boissons,boissons sans alcool,boissons à reconstituer,"Café, poudre soluble",282,"4,95","15,8","42,6","1,1",0,0,"19,1",0,"0,098",151,"4,41","0,5",0,0,0,0,"0,008",0
boissons,boissons sans alcool,boissons à reconstituer,"Sirop à diluer, sucré",246,"38,2","0,13","61,1",0,"61,1",0,0,-,"0,006","3,83","0,096",1,16,-,-,"11,8","0,014",-
boissons,boissons sans alcool,boissons à reconstituer,"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""","21,7","93,8","< 0,5","2,76","< 0,5","0,66",-,"0,7",-,"0,028","6,6","0,04",< 20,< 5,-,"< 0,08","< 0,5","0,027",-
boissons,boissons sans alcool,boissons à reconstituer,"Café, décaféiné, poudre soluble",357,"3,2","12,7",76,"0,2",0,-,0,0,"0,058",140,"3,8",-,0,0,0,0,0,0
boissons,boissons sans alcool,boissons à reconstituer,"Cacao, non sucré, poudre soluble",387,"3,5","22,4","11,6","20,6","0,9","8,5","29,5",0,"0,11",140,"48,5",< 20,< 5,"2,73","0,61","< 0,5","0,076",0
boissons,boissons sans alcool,boissons à reconstituer,"Poudre cacaotée ou au chocolat pour boisson, sucrée",379,"1,67","6,65","75,6","3,29","67,9",5,"10,5",0,"0,21",116,13,"1,2",-,0,"0,1",0,"0,06",0
boissons,boissons sans alcool,boissons à reconstituer,"Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux",402,"2,25","9,9","79,4","5,03","78,5",-,-,1,"0,55",255,"4,7",6,< 8,"< 0,5","11,8",48,"0,98",2
boissons,boissons sans alcool,boissons à reconstituer,"Chicorée et café, poudre soluble",325,"3,3","11,9","61,5","0,3",-,0,"14,5",0,"0,59",115,"4,76","0,5",0,0,traces,0,0,0
boissons,boissons sans alcool,boissons à reconstituer,"Chicorée, poudre soluble",323,"2,7","3,3","57,2","2,5","21,7","< 0,5","29,2",0,"0,39",109,"5,5","0,5",0,0,0,0,"0,04",0
boissons,boissons sans alcool,boissons à reconstituer,"Café au lait ou cappuccino, poudre soluble",402,< 5,"12,8","58,5","12,3","55,7",-,"3,71",-,"0,85",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons à reconstituer,"Café au lait ou cappuccino au chocolat, poudre soluble",402,-,"11,2","67,1","9,13","62,2",-,"3,51",-,"1,29",-,-,-,-,-,-,-,-,-
boissons,boissons sans alcool,boissons à reconstituer,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux",376,-,"4,68","79,3","3,04","76,7",2,"6,48",-,"0,43",523,"2,1",-,-,-,9,"49,2","0,52","0,25"
boissons,boissons sans alcool,boissons à reconstituer,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines",386,2,"4,29",85,"2,04","82,7",2,"5,3",-,"0,31",36,"2,1",-,-,-,-,25,"0,48","0,33"
boissons,boissons sans alcool,boissons à reconstituer,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","19,7","93,8","< 0,5","1,31",0,"0,91",-,0,-,"0,0035","6,1","0,05",< 20,< 5,-,0,"5,56","0,27",-
boissons,boisson alcoolisées,vins,Vin doux,150,"73,1","0,12","10,5",0,"7,78",0,0,0,"0,027","7,46","0,35",1,0,0,0,0,"0,018",0
boissons,boisson alcoolisées,vins,Pétillant de fruits,"65,6","87,6",0,"6,94",0,"6,94",0,0,0,"0,0075",6,"0,4","0,7",-,0,0,-,-,-
boissons,boisson alcoolisées,vins,Vin blanc 11°,"77,7","87,5","0,07","2,58",0,"1,68",0,0,0,"0,0042","5,64","0,49","0,95",0,0,0,0,"0,005",0
boissons,boisson alcoolisées,vins,Vin blanc mousseux,"75,3","88,4","0,1","1,4",0,"1,4",0,0,0,"0,0035","9,16","0,5",1,0,0,0,0,"0,005",0
boissons,boisson alcoolisées,vins,Vin rouge 10°,"67,3",-,"0,2",traces,0,-,-,0,-,"0,0021","6,41","0,93","1,05",0,-,-,-,traces,traces
boissons,boisson alcoolisées,vins,Vin rouge 11°,"77,7","88,1","0,075","1,03",0,"0,62",0,0,0,"0,0025","5,43","0,46","1,05",1,0,0,0,"0,005",0
boissons,boisson alcoolisées,vins,Vin rouge 12°,"76,5","88,1","0,085","1,58",0,"0,62",0,0,0,"0,003","6,04","0,61","0,74",1,0,0,0,"0,005",0
boissons,boisson alcoolisées,vins,Vin rosé 11°,"71,5","88,9","0,2","1,4",0,-,-,0,0,"0,01",12,"0,95",1,-,0,0,0,"0,01",0
boissons,boisson alcoolisées,vins,Champagne,"81,7","86,8","0,3","2,81",0,"1,4",0,0,0,"0,0048","7,15","0,11","0,7",0,0,0,0,traces,0
boissons,boisson alcoolisées,vins,Vin rouge 13°,"73,3","89,1","0,1","0,2",0,"0,15",0,0,0,"0,0078","6,36","0,9",1,0,0,0,0,"0,002",0
boissons,boisson alcoolisées,vins,Vin blanc mousseux aromatisé,"83,5",-,"0,2","5,1",0,"5,1",0,0,0,"0,033",14,"0,6",-,0,0,0,0,0,-
boissons,boisson alcoolisées,vins,Vin (aliment moyen),"79,5","86,7","0,13","2,18",0,"1,36",0,0,0,"0,007","7,46","0,61",2,"0,85",0,0,"0,032","0,0071",0
boissons,boisson alcoolisées,vins,Vin blanc sec 11°,"55,9",-,"< 0,5","0,17",0,"0,17",-,0,-,"0,0063","7,1","0,34",< 20,-,-,-,"< 0,5","< 0,01",-
boissons,boisson alcoolisées,bières et cidres,Bière brune,"40,7","92,7","0,48","4,1",traces,"4,1",0,0,0,"0,029","6,91","0,02","4,1",0,0,0,0,"0,005",-
boissons,boisson alcoolisées,bières et cidres,"Bière ""coeur de marché"" (4-5° alcool)","37,3","92,7","0,39","2,7",0,0,0,0,0,"0,0047","6,05","0,01","4,1",0,0,0,0,"0,005","0,02"
boissons,boisson alcoolisées,bières et cidres,Bière forte (>8° alcool),"62,5","88,8","0,51","4,6",0,-,-,0,0,"0,017","4,3","0,02","1,5",-,0,0,0,"0,007","0,02"
boissons,boisson alcoolisées,bières et cidres,Cidre brut,-,"93,9",0,"2,62",0,"2,22",-,0,-,"0,01","3,24","0,84","0,7",traces,-,-,"14,1",-,-
boissons,boisson alcoolisées,bières et cidres,Cidre doux,"37,5","91,9","< 0,5","5,09","< 0,6","4,61",-,0,-,"0,0098",17,"0,1",< 20,< 5,-,-,"< 0,5","< 0,015",-
boissons,boisson alcoolisées,bières et cidres,Bière faiblement alcoolisée (3° alcool),"35,5","93,6","0,31","4,62","< 0,05","0,09",0,0,0,"0,0048","7,08","0,007","1,25",0,0,0,0,"0,005","0,02"
boissons,boisson alcoolisées,bières et cidres,"Bière ""spéciale"" (5-6° alcool)","56,3","90,8","0,48","4,55","< 0,05",4,0,0,0,"0,0048","5,89","0,006","1,9",0,0,0,0,"0,04",-
boissons,boisson alcoolisées,bières et cidres,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","47,1","91,3","0,51","3,2",0,-,-,0,0,"0,0093","4,9","0,012","1,5",-,0,0,0,"0,006","0,02"
